scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel201001o,1,50000,25237,49520,2025,10.0068,178.5249,-0.8938,-0.7091,-0.3525
Hmel201001o,25001,75000,49851,49343,1796,40.1482,50.3684,-0.1129,-0.0467,-0.029
Hmel201001o,50001,100000,75181,49007,1596,62.3268,90.1112,-0.1823,-0.1528,-0.0641
Hmel201001o,75001,125000,100165,49664,2354,78.0037,108.5353,-0.1637,-0.1392,-0.0555
Hmel201001o,100001,150000,125000,49999,2645,83.3577,157.0865,-0.3066,-0.2733,-0.1161
Hmel201001o,125001,175000,149639,47102,2304,61.7936,208.3418,-0.5425,-0.5991,-0.2442
Hmel201001o,150001,200000,175957,46093,2250,57.7551,123.2582,-0.3619,-0.26,-0.1258
Hmel201001o,175001,225000,200286,48990,3050,99.6045,109.5882,-0.0477,-0.0291,-0.0138
Hmel201001o,200001,250000,224994,49985,3569,146.8609,157.8352,-0.036,-0.0326,-0.0125
Hmel201001o,225001,275000,250001,49985,3478,138.3967,149.3895,-0.0382,-0.0426,-0.0143
Hmel201001o,250001,300000,275000,49991,3307,106.1254,91.923,0.0717,0.051,0.0225
Hmel201001o,275001,325000,299999,49976,2962,89.48,84.5061,0.0286,0.0204,0.0082
Hmel201001o,300001,350000,324866,49281,2727,138.9675,75.2019,0.2977,0.3151,0.1094
Hmel201001o,325001,375000,349963,48702,2575,122.8429,51.5095,0.4091,0.3506,0.1482
Hmel201001o,350001,400000,375044,49406,2647,62.1473,53.7709,0.0723,0.0546,0.0225
Hmel201001o,375001,425000,399996,49931,3099,86.9224,68.3675,0.1195,0.1256,0.0497
Hmel201001o,400001,450000,424978,49807,3246,94.4377,57.3849,0.2441,0.2467,0.1066
Hmel201001o,425001,475000,450010,49875,2676,57.044,21.0826,0.4603,0.2062,0.1158
Hmel201001o,450001,500000,474971,49889,1861,62.0669,11.2572,0.6929,0.3052,0.1721
Hmel201001o,475001,525000,499877,49524,1916,96.8217,12.6658,0.7686,0.5632,0.3171
Hmel201001o,500001,550000,525036,49634,2461,100.6697,20.143,0.6665,0.4807,0.285
Hmel201001o,525001,575000,549989,49965,3114,97.68,48.2633,0.3386,0.2517,0.1354
Hmel201001o,550001,600000,574943,49183,3321,113.9346,65.9284,0.2669,0.2624,0.1182
Hmel201001o,575001,625000,600333,49216,3377,155.9392,58.5559,0.454,0.4981,0.2348
Hmel201001o,600001,650000,624975,49935,3775,152.2151,77.645,0.3244,0.398,0.1708
Hmel201001o,625001,675000,649837,49234,3604,143.3745,91.52,0.2208,0.2868,0.1086
