scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel218003o,1,50000,27229,45301,1813,17.4229,54.9604,-0.5186,-0.1311,-0.0781
Hmel218003o,25001,75000,50001,49990,1662,53.6604,31.8125,0.2556,0.1038,0.0579
Hmel218003o,50001,100000,74997,49989,1651,69.2857,8.3982,0.7838,0.4716,0.2289
Hmel218003o,75001,125000,99854,49112,1878,58.6867,22.0909,0.453,0.2393,0.1281
Hmel218003o,100001,150000,125300,49121,1929,87.0969,16.8042,0.6765,0.3848,0.229
Hmel218003o,125001,175000,149998,49929,2191,93.6609,11.6995,0.7779,0.2765,0.1805
Hmel218003o,150001,200000,175030,49900,2245,60.2587,14.991,0.6016,0.1186,0.0805
Hmel218003o,175001,225000,200003,49833,1760,27.2207,6.8884,0.5961,0.0717,0.0465
Hmel218003o,200001,250000,225058,49855,1846,23.625,6.3125,0.5783,0.0709,0.0427
Hmel218003o,225001,275000,249971,49610,1943,29.5164,6.6445,0.6325,0.1087,0.0613
Hmel218003o,250001,300000,275160,49617,2161,40.4367,10.1763,0.5979,0.1719,0.0975
Hmel218003o,275001,325000,299998,49987,2359,42.2495,10.3005,0.608,0.1577,0.1045
Hmel218003o,300001,350000,324985,49914,2356,26.6598,19.8817,0.1456,0.0326,0.0202
Hmel218003o,325001,375000,349516,48740,2297,25.8697,29.2405,-0.0612,-0.0146,-0.0089
Hmel218003o,350001,400000,374745,47726,2044,22.3152,120.1947,-0.6868,-0.3984,-0.1968
Hmel218003o,375001,425000,400201,48903,2257,22.9734,109.5602,-0.6533,-0.3047,-0.1644
Hmel218003o,400001,450000,425003,49988,2371,24.8421,5.1806,0.6549,0.0627,0.0468
Hmel218003o,425001,475000,450001,49992,2478,32.7193,12.0401,0.462,0.0715,0.0504
Hmel218003o,450001,500000,475003,49995,2639,37.0504,15.1931,0.4184,0.0878,0.0565
Hmel218003o,475001,525000,499690,49195,2492,68.1734,27.3269,0.4277,0.1992,0.1217
Hmel218003o,500001,550000,525099,49195,2598,88.9515,36.4154,0.4191,0.2416,0.149
Hmel218003o,525001,575000,549697,47852,2592,79.0819,34.0288,0.3983,0.1799,0.115
Hmel218003o,550001,600000,575803,47803,2761,90.1031,53.6718,0.2534,0.1227,0.0757
Hmel218003o,575001,625000,599861,49619,2686,70.6899,42.7264,0.2466,0.1012,0.06
Hmel218003o,600001,650000,625013,49650,2152,44.3764,10.0629,0.6303,0.1948,0.1172
Hmel218003o,625001,675000,650002,49982,2220,38.1645,12.6926,0.5009,0.196,0.114
Hmel218003o,650001,700000,675000,49998,2598,80.6941,24.3202,0.5368,0.2642,0.1615
Hmel218003o,675001,725000,700000,49997,2610,120.4845,24.1605,0.6659,0.3383,0.2133
Hmel218003o,700001,750000,724799,49332,2167,120.8626,14.5661,0.7849,0.4721,0.2861
Hmel218003o,725001,775000,750042,49096,2423,136.4184,20.3803,0.74,0.5634,0.308
Hmel218003o,750001,800000,775017,49714,2469,123.7952,19.8202,0.724,0.5132,0.2769
Hmel218003o,775001,825000,800016,49950,2122,115.231,16.7466,0.7462,0.5,0.2709
Hmel218003o,800001,850000,825001,49999,2434,105.1659,21.4836,0.6607,0.4007,0.2125
Hmel218003o,825001,875000,850000,50000,2548,81.544,33.9162,0.4125,0.213,0.1251
Hmel218003o,850001,900000,875000,49997,2821,74.6522,35.3529,0.3572,0.1411,0.0846
Hmel218003o,875001,925000,899383,46938,2710,73.0811,41.5044,0.2756,0.1188,0.0617
Hmel218003o,900001,950000,926012,46924,2414,62.9399,37.5827,0.2523,0.1034,0.0545
Hmel218003o,925001,975000,949926,49804,2931,63.734,63.0496,0.0054,0.0018,0.001
Hmel218003o,950001,1000000,975006,49818,3469,103.4492,92.9419,0.0535,0.0277,0.0141
Hmel218003o,975001,1025000,999323,46333,3238,89.0303,50.0491,0.2803,0.1341,0.0732
Hmel218003o,1000001,1050000,1026295,46307,3048,77.6477,31.4258,0.4238,0.1338,0.0865
Hmel218003o,1025001,1075000,1050010,49971,3364,100.673,54.9203,0.2941,0.1014,0.0674
Hmel218003o,1050001,1100000,1075000,50000,3416,98.3167,65.6931,0.1989,0.0851,0.0515
Hmel218003o,1075001,1125000,1100000,50000,3287,92.4094,47.1917,0.3239,0.1413,0.0788
Hmel218003o,1100001,1150000,1124227,48447,3184,81.4003,39.992,0.3411,0.1245,0.0703
Hmel218003o,1125001,1175000,1148760,45646,2955,65.2116,44.697,0.1867,0.0757,0.0409
Hmel218003o,1150001,1200000,1175186,46319,2577,45.3382,30.7527,0.1917,0.0544,0.0342
Hmel218003o,1175001,1225000,1200370,49069,2744,75.8081,68.1779,0.053,0.0301,0.0183
Hmel218003o,1200001,1250000,1225011,49922,2984,111.9056,80.0903,0.1657,0.1156,0.0675
Hmel218003o,1225001,1275000,1249743,48653,2777,104.7032,44.6674,0.4019,0.2139,0.136
Hmel218003o,1250001,1300000,1275398,48634,2900,98.794,56.418,0.273,0.1812,0.1024
Hmel218003o,1275001,1325000,1297016,43624,2478,65.3949,47.3949,0.1596,0.1015,0.046
Hmel218003o,1300001,1350000,1325629,42441,2349,72.5421,36.6327,0.3289,0.1496,0.0792
Hmel218003o,1325001,1375000,1350595,48722,3107,113.3682,51.0268,0.3792,0.2319,0.1343
Hmel218003o,1350001,1400000,1375005,49917,3118,101.0355,57.6751,0.2732,0.2528,0.1189
Hmel218003o,1375001,1425000,1399891,49716,3023,101.8293,61.1251,0.2498,0.2282,0.1113
