scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel218003o,1,50000,27229,45301,1769,11.3379,13.3414,-0.0812,-0.0094,-0.0073
Hmel218003o,25001,75000,50001,49990,1508,10.8138,9.9423,0.042,0.006,0.0047
Hmel218003o,50001,100000,74997,49989,1502,9.6582,8.7155,0.0513,0.0082,0.0066
Hmel218003o,75001,125000,99854,49112,1459,9.9043,10.1126,-0.0104,-0.002,-0.0016
Hmel218003o,100001,150000,125300,49121,1529,7.1341,7.6654,-0.0359,-0.0043,-0.0036
Hmel218003o,125001,175000,149998,49929,2165,9.8887,14.071,-0.1746,-0.0172,-0.0142
Hmel218003o,150001,200000,175030,49900,2504,10.7025,14.9108,-0.1643,-0.0144,-0.012
Hmel218003o,175001,225000,200003,49833,2053,6.8796,5.64,0.099,0.0065,0.0053
Hmel218003o,200001,250000,225058,49855,1789,4.5312,14.9323,-0.5344,-0.0601,-0.045
Hmel218003o,225001,275000,249971,49610,1809,7.1973,19.9629,-0.47,-0.0601,-0.0474
Hmel218003o,250001,300000,275160,49617,2237,14.1769,17.5258,-0.1056,-0.0131,-0.0107
Hmel218003o,275001,325000,299998,49987,2350,14.9321,14.2289,0.0241,0.0028,0.0023
Hmel218003o,300001,350000,324985,49914,2116,30.0234,19.2665,0.2182,0.0575,0.0465
Hmel218003o,325001,375000,349516,48740,2161,37.4044,38.9391,-0.0201,-0.0083,-0.0061
Hmel218003o,350001,400000,374745,47726,1899,19.5118,29.6837,-0.2068,-0.0555,-0.0432
Hmel218003o,375001,425000,400201,48903,1902,17.2721,17.1992,0.0021,0.0003,0.0003
Hmel218003o,400001,450000,425003,49988,2250,15.5794,14.9961,0.0191,0.0022,0.0019
Hmel218003o,425001,475000,450001,49992,2748,13.9772,17.222,-0.104,-0.0116,-0.0097
Hmel218003o,450001,500000,475003,49995,2884,18.8893,28.2956,-0.1993,-0.0293,-0.0234
Hmel218003o,475001,525000,499690,49195,2540,23.0041,27.794,-0.0943,-0.0183,-0.0139
Hmel218003o,500001,550000,525099,49195,2614,36.3022,38.8005,-0.0333,-0.0105,-0.0078
Hmel218003o,525001,575000,549697,47852,2714,41.1024,49.6076,-0.0938,-0.0418,-0.0295
Hmel218003o,550001,600000,575803,47803,2900,48.4601,52.5677,-0.0407,-0.023,-0.015
Hmel218003o,575001,625000,599861,49619,2689,38.4748,38.6155,-0.0018,-0.0006,-0.0004
Hmel218003o,600001,650000,625013,49650,1978,11.14,12.8136,-0.0699,-0.0074,-0.0063
Hmel218003o,625001,675000,650002,49982,1815,7.7207,9.1738,-0.086,-0.0107,-0.0087
Hmel218003o,650001,700000,675000,49998,2325,24.5143,21.9605,0.055,0.0102,0.0083
Hmel218003o,675001,725000,700000,49997,2743,37.0345,28.8088,0.1249,0.0208,0.0176
Hmel218003o,700001,750000,724799,49332,2356,26.8861,26.1882,0.0131,0.0021,0.0018
Hmel218003o,725001,775000,750042,49096,2618,20.6315,48.3659,-0.402,-0.0905,-0.0657
Hmel218003o,750001,800000,775017,49714,2610,13.4811,39.403,-0.4902,-0.0759,-0.0578
Hmel218003o,775001,825000,800016,49950,2034,4.3743,6.89,-0.2233,-0.0082,-0.0071
Hmel218003o,800001,850000,825001,49999,2089,9.2747,12.1029,-0.1323,-0.0101,-0.008
Hmel218003o,825001,875000,850000,50000,2087,20.5339,28.5755,-0.1638,-0.0357,-0.025
Hmel218003o,850001,900000,875000,49997,2504,35.4284,39.8503,-0.0587,-0.0188,-0.0132
Hmel218003o,875001,925000,899383,46938,2841,38.758,41.9855,-0.04,-0.0105,-0.0079
Hmel218003o,900001,950000,926012,46924,2713,34.497,46.082,-0.1438,-0.0494,-0.0366
Hmel218003o,925001,975000,949926,49804,3254,55.6504,56.9629,-0.0117,-0.0046,-0.0035
Hmel218003o,950001,1000000,975006,49818,3757,67.2003,63.7628,0.0262,0.0081,0.0062
Hmel218003o,975001,1025000,999323,46333,3229,55.156,54.097,0.0097,0.0028,0.0021
Hmel218003o,1000001,1050000,1026295,46307,3087,51.3887,49.755,0.0162,0.0045,0.0033
Hmel218003o,1025001,1075000,1050010,49971,3460,49.7739,50.7027,-0.0092,-0.0026,-0.0019
Hmel218003o,1050001,1100000,1075000,50000,3428,55.7661,64.1862,-0.0702,-0.0246,-0.0183
Hmel218003o,1075001,1125000,1100000,50000,3610,56.2628,71.1413,-0.1168,-0.0425,-0.0319
Hmel218003o,1100001,1150000,1124227,48447,3550,62.4265,60.2216,0.018,0.0065,0.0049
Hmel218003o,1125001,1175000,1148760,45646,3006,62.3132,52.9729,0.081,0.0317,0.0239
Hmel218003o,1150001,1200000,1175186,46319,2715,46.0608,51.6597,-0.0573,-0.0212,-0.0157
Hmel218003o,1175001,1225000,1200370,49069,2545,31.7713,41.3754,-0.1313,-0.045,-0.0337
Hmel218003o,1200001,1250000,1225011,49922,2756,50.4507,60.7528,-0.0926,-0.0563,-0.0397
Hmel218003o,1225001,1275000,1249743,48653,3143,63.4295,77.6083,-0.1005,-0.0631,-0.0433
Hmel218003o,1250001,1300000,1275398,48634,3429,54.2689,65.6769,-0.0951,-0.0371,-0.0269
Hmel218003o,1275001,1325000,1297016,43624,2859,46.9188,52.4709,-0.0559,-0.0209,-0.0156
Hmel218003o,1300001,1350000,1325629,42441,2629,41.4518,43.0872,-0.0193,-0.006,-0.0047
Hmel218003o,1325001,1375000,1350595,48722,3507,52.9005,56.345,-0.0315,-0.0099,-0.0075
Hmel218003o,1350001,1400000,1375005,49917,3702,61.973,62.4557,-0.0039,-0.0018,-0.0012
Hmel218003o,1375001,1425000,1399891,49716,3608,65.5232,66.6638,-0.0086,-0.0049,-0.0032
Hmel218003o,1400001,1450000,1424966,49579,3547,68.2587,72.7639,-0.0319,-0.0201,-0.0129
Hmel218003o,1425001,1475000,1449697,48326,3143,62.0571,63.9303,-0.0149,-0.0091,-0.0058
Hmel218003o,1450001,1500000,1475416,48475,3136,55.5799,54.5347,0.0095,0.0042,0.0029
Hmel218003o,1475001,1525000,1500004,49978,3367,68.5056,61.8928,0.0507,0.0212,0.0156
Hmel218003o,1500001,1550000,1524995,49977,3512,72.7669,68.5812,0.0296,0.0138,0.0099
Hmel218003o,1525001,1575000,1549985,49912,3313,54.898,56.4188,-0.0137,-0.0048,-0.0036
Hmel218003o,1550001,1600000,1575010,49928,3173,54.0573,50.5486,0.0335,0.0109,0.008
Hmel218003o,1575001,1625000,1599737,49014,2978,55.9546,54.3973,0.0141,0.006,0.0042
