scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel201001o,1,50000,25237,49520,1945,22.0082,8.7822,0.4296,0.1966,0.1059
Hmel201001o,25001,75000,49851,49343,1741,24.0895,6.7072,0.5644,0.1899,0.1093
Hmel201001o,50001,100000,75181,49007,1539,45.3625,79.8865,-0.2756,-0.212,-0.0862
Hmel201001o,75001,125000,100165,49664,2266,80.4942,111.7817,-0.1627,-0.1258,-0.052
Hmel201001o,100001,150000,125000,49999,2584,78.4508,131.2931,-0.2519,-0.2506,-0.0867
Hmel201001o,125001,175000,149639,47102,2256,54.5812,188.402,-0.5507,-0.8254,-0.2428
Hmel201001o,150001,200000,175957,46093,2315,40.9688,143.4677,-0.5557,-0.4802,-0.197
Hmel201001o,175001,225000,200286,48990,3253,54.456,130.7394,-0.4119,-0.2277,-0.1036
Hmel201001o,200001,250000,224994,49985,3703,101.5049,212.7515,-0.354,-0.2976,-0.1191
Hmel201001o,225001,275000,250001,49985,3476,119.7716,195.166,-0.2394,-0.2593,-0.0882
Hmel201001o,250001,300000,275000,49991,3219,90.4951,112.3621,-0.1078,-0.0673,-0.03
Hmel201001o,275001,325000,299999,49976,2895,60.7669,109.8781,-0.2878,-0.167,-0.0734
Hmel201001o,300001,350000,324866,49281,2767,106.5883,85.531,0.1096,0.0993,0.0355
Hmel201001o,325001,375000,349963,48702,2792,102.8358,62.6694,0.2427,0.2158,0.0826
Hmel201001o,350001,400000,375044,49406,2809,47.9848,64.0872,-0.1437,-0.1183,-0.0453
Hmel201001o,375001,425000,399996,49931,3182,69.3956,62.205,0.0546,0.0501,0.0207
Hmel201001o,400001,450000,424978,49807,3360,79.5577,50.8421,0.2202,0.1755,0.0812
Hmel201001o,425001,475000,450010,49875,2704,50.8923,27.9207,0.2915,0.127,0.0715
Hmel201001o,450001,500000,474971,49889,1857,59.5533,14.547,0.6074,0.2848,0.1584
Hmel201001o,475001,525000,499877,49524,2003,79.9686,15.3325,0.6782,0.4427,0.2475
Hmel201001o,500001,550000,525036,49634,2596,72.494,24.0607,0.5016,0.3088,0.1832
Hmel201001o,525001,575000,549989,49965,3213,75.4158,56.738,0.1413,0.1017,0.0528
Hmel201001o,550001,600000,574943,49183,3483,97.0258,87.4212,0.0521,0.0509,0.0223
Hmel201001o,575001,625000,600333,49216,3674,132.9088,77.4894,0.2634,0.2941,0.1295
Hmel201001o,600001,650000,624975,49935,3815,140.7671,86.8216,0.237,0.269,0.1163
Hmel201001o,625001,675000,649837,49234,3412,141.0928,89.1647,0.2255,0.2111,0.0963
Hmel201001o,650001,700000,675031,48928,3237,123.8587,70.9222,0.2718,0.2123,0.1084
Hmel201001o,675001,725000,700021,49589,3537,115.1468,71.7641,0.2321,0.2141,0.1032
Hmel201001o,700001,750000,725012,49956,3801,121.5532,86.6747,0.1675,0.1728,0.0778
Hmel201001o,725001,775000,750001,49998,3588,110.1286,85.1675,0.1278,0.1222,0.0541
Hmel201001o,750001,800000,775000,49999,3513,99.0695,80.1643,0.1055,0.0983,0.0435
Hmel201001o,775001,825000,799999,49994,3629,85.8153,82.549,0.0194,0.0211,0.0089
Hmel201001o,800001,850000,824719,49281,3281,74.6802,66.0388,0.0614,0.0595,0.0263
Hmel201001o,825001,875000,850072,49262,3105,72.3745,60.3755,0.0904,0.0801,0.0385
Hmel201001o,850001,900000,875001,49963,3242,77.7312,66.5916,0.0772,0.0775,0.0347
Hmel201001o,875001,925000,899929,49805,3044,74.3886,60.6219,0.102,0.0912,0.0436
Hmel201001o,900001,950000,925014,49807,3246,95.2944,58.7249,0.2374,0.1688,0.0941
Hmel201001o,925001,975000,949943,49846,3244,75.2237,45.0279,0.2511,0.129,0.0738
Hmel201001o,950001,1000000,975011,49846,2765,46.7574,42.0411,0.0531,0.028,0.0158
Hmel201001o,975001,1025000,999813,49270,2353,46.4797,39.6498,0.0793,0.0397,0.023
Hmel201001o,1000001,1050000,1025174,49279,2361,65.836,21.3183,0.5108,0.1561,0.1037
Hmel201001o,1025001,1075000,1049607,47265,2375,84.4905,33.4359,0.4329,0.201,0.1237
Hmel201001o,1050001,1100000,1076051,47262,2763,68.1987,104.1702,-0.2087,-0.1129,-0.0656
Hmel201001o,1075001,1125000,1100001,49990,3205,79.1968,114.2607,-0.1812,-0.0989,-0.0581
Hmel201001o,1100001,1150000,1125000,49988,2996,90.6166,88.9496,0.0093,0.0061,0.0032
Hmel201001o,1125001,1175000,1150001,49987,3159,75.3308,103.3659,-0.1569,-0.1046,-0.047
Hmel201001o,1150001,1200000,1174973,49931,3056,119.6917,71.5337,0.2518,0.2115,0.0813
Hmel201001o,1175001,1225000,1199426,48777,3017,134.9129,55.7205,0.4154,0.3946,0.1568
Hmel201001o,1200001,1250000,1224947,46250,2881,90.1689,59.988,0.201,0.201,0.0843
Hmel201001o,1225001,1275000,1251295,47410,2376,135.8622,36.6566,0.575,0.492,0.2182
Hmel201001o,1250001,1300000,1275000,49999,2756,147.4895,48.8802,0.5022,0.4544,0.2101
Hmel201001o,1275001,1325000,1300000,49998,3084,127.0707,57.6297,0.376,0.3749,0.1586
Hmel201001o,1300001,1350000,1324869,49542,2837,98.0842,40.8495,0.412,0.2975,0.1293
