scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel210001o,1,50000,25009,49896,1755,16.8189,22.0741,-0.1351,-0.0598,-0.0448
Hmel210001o,25001,75000,49984,49860,2146,28.9621,29.7468,-0.0134,-0.0073,-0.0056
Hmel210001o,50001,100000,75014,49831,2278,38.3743,33.3049,0.0707,0.0348,0.0272
Hmel210001o,75001,125000,99955,49813,2074,30.5278,33.4826,-0.0462,-0.0216,-0.0158
Hmel210001o,100001,150000,124950,49701,2415,41.099,49.9583,-0.0973,-0.0748,-0.0482
Hmel210001o,125001,175000,149977,49674,2675,48.008,50.8084,-0.0283,-0.0294,-0.0157
Hmel210001o,150001,200000,175014,49809,2772,52.6918,53.8342,-0.0107,-0.0118,-0.0057
Hmel210001o,175001,225000,199973,49834,2837,61.7218,58.7183,0.0249,0.0225,0.013
Hmel210001o,200001,250000,224913,49604,2919,61.1691,61.4312,-0.0021,-0.0018,-0.0011
Hmel210001o,225001,275000,250028,49730,2955,50.1994,64.2081,-0.1224,-0.0842,-0.0568
Hmel210001o,250001,300000,275000,50000,2258,26.6398,38.1155,-0.1772,-0.0616,-0.0464
Hmel210001o,275001,325000,299921,49818,2846,39.1338,36.5747,0.0338,0.0107,0.0082
Hmel210001o,300001,350000,325005,49772,3153,54.7156,45.3093,0.094,0.038,0.0292
Hmel210001o,325001,375000,350012,49934,2761,44.4935,37.8911,0.0801,0.0246,0.0197
Hmel210001o,350001,400000,374328,47783,3077,47.928,51.9418,-0.0402,-0.0135,-0.0108
Hmel210001o,375001,425000,400471,47794,3161,55.1706,58.6186,-0.0303,-0.0159,-0.0118
Hmel210001o,400001,450000,424914,49727,2605,44.8785,42.382,0.0286,0.0167,0.0122
Hmel210001o,425001,475000,450042,49731,2578,33.7105,33.0004,0.0106,0.0047,0.0035
Hmel210001o,450001,500000,474965,49889,3116,55.3071,46.3574,0.088,0.0454,0.0332
Hmel210001o,475001,525000,498676,46881,2955,66.7888,54.1656,0.1044,0.0566,0.0418
Hmel210001o,500001,550000,525245,46883,2278,44.5228,37.9759,0.0794,0.0315,0.0241
Hmel210001o,525001,575000,549918,48819,2552,46.5397,48.8435,-0.0242,-0.0098,-0.0077
Hmel210001o,550001,600000,575414,48872,3422,67.7185,70.3852,-0.0193,-0.0091,-0.0069
Hmel210001o,575001,625000,599982,48878,3505,66.8333,76.467,-0.0672,-0.0343,-0.0244
Hmel210001o,600001,650000,625497,48841,3371,69.6793,73.9987,-0.0301,-0.0175,-0.0121
Hmel210001o,625001,675000,650016,49902,3349,74.4189,67.0943,0.0518,0.0298,0.0211
Hmel210001o,650001,700000,674998,49970,3346,72.0893,71.6604,0.003,0.002,0.0014
Hmel210001o,675001,725000,699783,48182,2842,53.2962,57.9907,-0.0422,-0.0307,-0.0207
Hmel210001o,700001,750000,725707,48191,2328,23.4468,25.1031,-0.0341,-0.0093,-0.0073
Hmel210001o,725001,775000,749842,49488,2798,43.1029,43.3095,-0.0024,-0.0008,-0.0006
Hmel210001o,750001,800000,775083,49410,3466,66.0203,78.2217,-0.0846,-0.0398,-0.0281
Hmel210001o,775001,825000,800027,49882,3180,53.3221,61.9801,-0.0751,-0.0334,-0.0241
Hmel210001o,800001,850000,825007,49947,3163,54.5017,52.8402,0.0155,0.0072,0.005
Hmel210001o,825001,875000,850008,49899,3550,81.6446,73.9293,0.0496,0.0287,0.0201
Hmel210001o,850001,900000,875012,49782,3379,90.2896,78.5118,0.0698,0.0568,0.0374
Hmel210001o,875001,925000,900046,49858,3391,73.0406,85.0909,-0.0762,-0.0549,-0.034
Hmel210001o,900001,950000,925000,49996,3760,75.7972,92.5698,-0.0996,-0.0594,-0.0396
Hmel210001o,925001,975000,949955,49372,3661,79.8947,82.0179,-0.0131,-0.0081,-0.0055
Hmel210001o,950001,1000000,975270,49374,3283,67.8984,70.9488,-0.022,-0.0118,-0.0085
Hmel210001o,975001,1025000,999998,49987,3408,57.7428,56.472,0.0111,0.0035,0.0028
Hmel210001o,1000001,1050000,1024868,49575,3496,47.1788,48.9097,-0.018,-0.0042,-0.0034
Hmel210001o,1025001,1075000,1049828,49079,2885,47.0177,43.4083,0.0399,0.0107,0.0083
