scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel201001o,1,50000,25237,49520,1724,5.4766,6.2196,-0.0635,-0.0039,-0.0033
Hmel201001o,25001,75000,49851,49343,1587,5.4688,5.842,-0.033,-0.002,-0.0017
Hmel201001o,50001,100000,75181,49007,1546,5.6133,7.4622,-0.1414,-0.0102,-0.0084
Hmel201001o,75001,125000,100165,49664,2374,16.6393,18.9883,-0.0659,-0.0086,-0.0071
Hmel201001o,100001,150000,125000,49999,2660,38.2721,38.5846,-0.0041,-0.0011,-0.0009
Hmel201001o,125001,175000,149639,47102,2239,44.9423,42.9058,0.0232,0.0117,0.0091
Hmel201001o,150001,200000,175957,46093,2147,41.3003,40.6649,0.0078,0.004,0.0029
Hmel201001o,175001,225000,200286,48990,2944,59.4295,75.4503,-0.1188,-0.0605,-0.0443
Hmel201001o,200001,250000,224994,49985,3392,70.2956,81.8928,-0.0762,-0.0357,-0.0269
Hmel201001o,225001,275000,250001,49985,3196,76.0961,61.8652,0.1032,0.0428,0.0343
Hmel201001o,250001,300000,275000,49991,3135,75.8919,66.7322,0.0642,0.0258,0.0212
Hmel201001o,275001,325000,299999,49976,3020,64.377,70.4933,-0.0453,-0.021,-0.0163
Hmel201001o,300001,350000,324866,49281,2801,51.3216,60.4466,-0.0816,-0.0436,-0.0317
Hmel201001o,325001,375000,349963,48702,2792,48.9722,56.3993,-0.0705,-0.0434,-0.0311
Hmel201001o,350001,400000,375044,49406,2909,58.4217,53.2984,0.0459,0.0241,0.0186
Hmel201001o,375001,425000,399996,49931,3106,53.3003,44.9167,0.0854,0.0326,0.0261
Hmel201001o,400001,450000,424978,49807,3289,58.2619,58.1213,0.0012,0.0006,0.0005
Hmel201001o,425001,475000,450010,49875,2770,46.4102,51.1133,-0.0482,-0.0245,-0.0173
Hmel201001o,450001,500000,474971,49889,1911,19.9017,27.8548,-0.1665,-0.0519,-0.0361
Hmel201001o,475001,525000,499877,49524,2024,24.9937,24.5649,0.0087,0.0025,0.0019
Hmel201001o,500001,550000,525036,49634,2597,37.612,32.737,0.0693,0.0295,0.0215
Hmel201001o,525001,575000,549989,49965,3348,57.9822,53.6124,0.0392,0.0223,0.0152
Hmel201001o,550001,600000,574943,49183,3723,72.6474,66.9494,0.0408,0.0219,0.0156
Hmel201001o,575001,625000,600333,49216,3780,67.1877,88.4238,-0.1365,-0.0666,-0.0486
Hmel201001o,600001,650000,624975,49935,3912,71.918,106.0291,-0.1917,-0.1074,-0.0754
Hmel201001o,625001,675000,649837,49234,3581,76.5161,91.1862,-0.0875,-0.0532,-0.0369
Hmel201001o,650001,700000,675031,48928,3361,77.3325,66.8759,0.0725,0.0393,0.027
Hmel201001o,675001,725000,700021,49589,3674,86.7954,71.1165,0.0993,0.067,0.0401
Hmel201001o,700001,750000,725012,49956,3864,87.7589,78.5089,0.0556,0.037,0.0231
