scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel218003o,1,50000,27229,45301,2015,50.8308,77.0217,-0.2049,-0.0864,-0.0453
Hmel218003o,25001,75000,50001,49990,1786,61.0319,36.5875,0.2504,0.0963,0.0516
Hmel218003o,50001,100000,74997,49989,1785,52.7802,5.4062,0.8142,0.2866,0.1417
Hmel218003o,75001,125000,99854,49112,1832,85.5103,7.7624,0.8336,0.3083,0.1869
Hmel218003o,100001,150000,125300,49121,1890,95.3811,9.079,0.8262,0.2666,0.1735
Hmel218003o,125001,175000,149998,49929,2419,62.0396,15.8542,0.5929,0.1429,0.0882
Hmel218003o,150001,200000,175030,49900,2605,34.8156,15.1167,0.3945,0.0672,0.0454
Hmel218003o,175001,225000,200003,49833,2105,17.9855,5.0314,0.5628,0.0685,0.0436
Hmel218003o,200001,250000,225058,49855,2087,26.5324,3.5897,0.7617,0.1424,0.0832
Hmel218003o,225001,275000,249971,49610,2098,25.196,5.1928,0.6582,0.1151,0.0683
Hmel218003o,250001,300000,275160,49617,2272,23.2246,11.0486,0.3553,0.0537,0.0337
Hmel218003o,275001,325000,299998,49987,2390,28.4182,11.6745,0.4176,0.0707,0.0483
Hmel218003o,300001,350000,324985,49914,2379,48.2786,32.2328,0.1993,0.0826,0.0439
Hmel218003o,325001,375000,349516,48740,2428,66.5429,45.4109,0.1888,0.0966,0.0483
Hmel218003o,350001,400000,374745,47726,2184,42.6309,120.9104,-0.4787,-0.3643,-0.1579
Hmel218003o,375001,425000,400201,48903,2386,27.8708,106.1896,-0.5842,-0.3347,-0.1623
Hmel218003o,400001,450000,425003,49988,2619,37.4557,17.5224,0.3626,0.0685,0.0456
Hmel218003o,425001,475000,450001,49992,2886,30.8454,23.9267,0.1263,0.0244,0.0158
Hmel218003o,450001,500000,475003,49995,3014,21.6728,12.1447,0.2818,0.0395,0.0261
Hmel218003o,475001,525000,499690,49195,2790,34.7331,39.5987,-0.0655,-0.0212,-0.0137
Hmel218003o,500001,550000,525099,49195,2929,64.5836,41.6721,0.2156,0.101,0.0615
Hmel218003o,525001,575000,549697,47852,3064,77.5201,25.542,0.5043,0.2501,0.1439
Hmel218003o,550001,600000,575803,47803,3297,99.6365,46.8216,0.3606,0.2111,0.1142
Hmel218003o,575001,625000,599861,49619,2998,78.3924,30.4889,0.44,0.1681,0.0986
Hmel218003o,600001,650000,625013,49650,2271,29.0034,6.3148,0.6424,0.0962,0.065
Hmel218003o,625001,675000,650002,49982,2238,35.3474,6.7297,0.6801,0.179,0.1063
Hmel218003o,650001,700000,675000,49998,2656,46.5596,27.0805,0.2645,0.0825,0.0523
Hmel218003o,675001,725000,700000,49997,2879,34.8585,27.8866,0.1111,0.0219,0.0155
Hmel218003o,700001,750000,724799,49332,2501,31.0566,14.8243,0.3538,0.0637,0.0455
Hmel218003o,725001,775000,750042,49096,2905,35.1935,17.8945,0.3259,0.0613,0.0421
Hmel218003o,750001,800000,775017,49714,2923,20.0596,13.6128,0.1915,0.0166,0.0122
Hmel218003o,775001,825000,800016,49950,2315,9.6167,7.6323,0.115,0.0055,0.0042
Hmel218003o,800001,850000,825001,49999,2542,16.1156,11.1375,0.1827,0.0197,0.013
Hmel218003o,825001,875000,850000,50000,2721,90.7083,12.2219,0.7625,0.2956,0.1714
Hmel218003o,850001,900000,875000,49997,3112,117.4409,15.7357,0.7637,0.3364,0.182
Hmel218003o,875001,925000,899383,46938,3102,65.0239,55.6545,0.0776,0.0301,0.0154
Hmel218003o,900001,950000,926012,46924,2844,68.2742,51.8808,0.1364,0.0588,0.0293
Hmel218003o,925001,975000,949926,49804,3464,77.6085,22.9133,0.5441,0.1834,0.1007
Hmel218003o,950001,1000000,975006,49818,4121,63.2605,38.0251,0.2492,0.0689,0.0413
Hmel218003o,975001,1025000,999323,46333,3652,65.0609,39.5311,0.2441,0.077,0.0446
Hmel218003o,1000001,1050000,1026295,46307,3420,56.8892,35.7691,0.2279,0.0671,0.0399
Hmel218003o,1025001,1075000,1050010,49971,3808,62.0357,49.544,0.112,0.0342,0.0218
Hmel218003o,1050001,1100000,1075000,50000,3720,71.8564,47.0588,0.2085,0.0744,0.0443
Hmel218003o,1075001,1125000,1100000,50000,3876,65.0955,38.1271,0.2613,0.0886,0.0473
Hmel218003o,1100001,1150000,1124227,48447,3732,61.9411,45.4863,0.1532,0.0537,0.0279
Hmel218003o,1125001,1175000,1148760,45646,3192,55.7978,39.2884,0.1736,0.0665,0.0335
Hmel218003o,1150001,1200000,1175186,46319,2931,55.2,26.2698,0.3551,0.1224,0.0689
Hmel218003o,1175001,1225000,1200370,49069,2996,88.0672,17.5536,0.6676,0.2802,0.1845
Hmel218003o,1200001,1250000,1225011,49922,3169,116.4542,24.5351,0.652,0.377,0.2212
Hmel218003o,1225001,1275000,1249743,48653,3128,91.0174,37.9171,0.4118,0.2211,0.1227
Hmel218003o,1250001,1300000,1275398,48634,3312,70.8007,43.8927,0.2346,0.0936,0.0557
Hmel218003o,1275001,1325000,1297016,43624,2769,60.3126,39.2265,0.2118,0.0876,0.0436
Hmel218003o,1300001,1350000,1325629,42441,2634,66.2593,36.5947,0.2884,0.1,0.0575
Hmel218003o,1325001,1375000,1350595,48722,3587,77.0262,49.4796,0.2177,0.0729,0.049
Hmel218003o,1350001,1400000,1375005,49917,3511,85.0287,49.4318,0.2647,0.1326,0.0752
Hmel218003o,1375001,1425000,1399891,49716,3436,104.9992,49.6954,0.3575,0.2097,0.1162
Hmel218003o,1400001,1450000,1424966,49579,3625,111.9083,54.2174,0.3473,0.1986,0.1115
Hmel218003o,1425001,1475000,1449697,48326,3186,93.5078,41.5023,0.3852,0.2101,0.1154
Hmel218003o,1450001,1500000,1475416,48475,3300,72.5458,40.2799,0.286,0.1249,0.0761
Hmel218003o,1475001,1525000,1500004,49978,3447,68.8501,57.3529,0.0911,0.0391,0.0208
Hmel218003o,1500001,1550000,1524995,49977,3424,86.2516,56.6808,0.2069,0.0951,0.0492
Hmel218003o,1525001,1575000,1549985,49912,3358,80.2171,49.4896,0.2369,0.0955,0.0554
Hmel218003o,1550001,1600000,1575010,49928,3224,65.0253,57.5062,0.0614,0.0243,0.0132
Hmel218003o,1575001,1625000,1599737,49014,2965,66.4265,45.0654,0.1916,0.0853,0.0446
Hmel218003o,1600001,1650000,1625034,46779,2676,51.7626,40.4508,0.1227,0.0465,0.0271
Hmel218003o,1625001,1675000,1650965,47740,2965,60.4315,55.412,0.0433,0.0155,0.0093
Hmel218003o,1650001,1700000,1675008,49980,3314,72.6361,47.7468,0.2068,0.0659,0.0413
