scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel215003o,1,50000,25362,48742,2171,29.823,34.6695,-0.0751,-0.016,-0.0109
Hmel215003o,25001,75000,49999,49974,3142,32.858,37.1771,-0.0617,-0.0097,-0.0069
Hmel215003o,50001,100000,74134,46910,2303,15.1712,21.3896,-0.1701,-0.017,-0.0121
Hmel215003o,75001,125000,100537,46372,1868,8.9917,13.8958,-0.2143,-0.0149,-0.0108
Hmel215003o,100001,150000,125061,49437,2680,16.6456,16.0018,0.0197,0.0015,0.001
Hmel215003o,125001,175000,149996,49978,2906,19.856,42.1362,-0.3594,-0.0479,-0.0298
Hmel215003o,150001,200000,175002,49979,2712,13.2042,39.3052,-0.4971,-0.0608,-0.0397
Hmel215003o,175001,225000,199984,49895,2779,24.4319,34.9135,-0.1766,-0.0241,-0.0162
Hmel215003o,200001,250000,225023,49849,3521,58.5401,55.0561,0.0307,0.0092,0.0053
Hmel215003o,225001,275000,250015,49950,3913,84.9839,42.4533,0.3337,0.1566,0.0789
Hmel215003o,250001,300000,275000,49997,3909,86.6715,48.4788,0.2826,0.1468,0.0696
Hmel215003o,275001,325000,299998,49987,3561,55.8442,38.7289,0.181,0.0669,0.0363
Hmel215003o,300001,350000,325001,49988,3371,43.9048,35.2451,0.1094,0.0267,0.0171
Hmel215003o,325001,375000,350001,49997,4002,81.3697,51.7724,0.2223,0.0651,0.0417
Hmel215003o,350001,400000,374667,48570,4013,143.0776,47.0144,0.5054,0.2068,0.1341
Hmel215003o,375001,425000,400336,48432,3925,138.8498,51.3707,0.4599,0.2077,0.1269
Hmel215003o,400001,450000,424993,49610,3861,140.0461,56.6385,0.4241,0.2064,0.1229
Hmel215003o,425001,475000,450114,49631,4133,147.7421,77.3174,0.3129,0.1316,0.0878
Hmel215003o,450001,500000,474571,48821,4314,112.4485,100.9555,0.0539,0.0199,0.0132
Hmel215003o,475001,525000,500053,48876,4284,116.5479,97.9233,0.0868,0.0404,0.0237
Hmel215003o,500001,550000,525031,49932,3933,89.3277,74.7191,0.0891,0.0404,0.0225
