scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel201001o,1,50000,25237,49520,2173,14.0149,9.8844,0.1728,0.0112,0.0091
Hmel201001o,25001,75000,49851,49343,1868,10.3566,8.9271,0.0741,0.0036,0.0031
Hmel201001o,50001,100000,75181,49007,1624,15.6275,12.7744,0.1005,0.0095,0.0078
Hmel201001o,75001,125000,100165,49664,2484,33.0287,23.4464,0.1697,0.0295,0.0212
Hmel201001o,100001,150000,125000,49999,2832,67.9964,30.0062,0.3876,0.1292,0.0806
Hmel201001o,125001,175000,149639,47102,2420,84.2869,26.0737,0.5275,0.2468,0.151
Hmel201001o,150001,200000,175957,46093,2329,109.5909,37.7461,0.4876,0.2807,0.1499
Hmel201001o,175001,225000,200286,48990,3154,151.265,54.7306,0.4686,0.2472,0.1249
Hmel201001o,200001,250000,224994,49985,3609,154.0772,41.0408,0.5793,0.2734,0.1493
Hmel201001o,225001,275000,250001,49985,3591,162.775,31.1854,0.6784,0.3167,0.2001
Hmel201001o,250001,300000,275000,49991,3463,170.8368,37.5542,0.6396,0.2949,0.1849
Hmel201001o,275001,325000,299999,49976,3074,148.0868,40.1958,0.573,0.293,0.165
Hmel201001o,300001,350000,324866,49281,2942,141.0967,37.6171,0.579,0.3195,0.185
Hmel201001o,325001,375000,349963,48702,2962,186.1666,31.0086,0.7144,0.4337,0.2528
Hmel201001o,350001,400000,375044,49406,2984,178.2679,23.096,0.7706,0.4637,0.2664
Hmel201001o,375001,425000,399996,49931,3326,115.7382,42.4111,0.4637,0.2282,0.1297
Hmel201001o,400001,450000,424978,49807,3497,88.7716,54.5844,0.2385,0.1251,0.0597
Hmel201001o,425001,475000,450010,49875,2886,75.5563,26.1737,0.4854,0.2194,0.1049
Hmel201001o,450001,500000,474971,49889,1940,42.4016,15.8807,0.455,0.1375,0.0752
Hmel201001o,475001,525000,499877,49524,2062,47.4051,24.0554,0.3267,0.1159,0.0682
Hmel201001o,500001,550000,525036,49634,2735,76.496,24.8338,0.5098,0.2688,0.1536
Hmel201001o,525001,575000,549989,49965,3470,87.8656,35.9656,0.4191,0.2599,0.1343
Hmel201001o,550001,600000,574943,49183,3762,98.2493,43.2507,0.3887,0.2211,0.1139
Hmel201001o,575001,625000,600333,49216,3811,112.024,48.272,0.3977,0.1878,0.1097
Hmel201001o,600001,650000,624975,49935,4012,124.3967,65.7633,0.3083,0.1613,0.0942
Hmel201001o,625001,675000,649837,49234,3676,120.2858,75.0594,0.2315,0.1407,0.0748
Hmel201001o,650001,700000,675031,48928,3451,109.7394,65.5105,0.2524,0.1463,0.0778
Hmel201001o,675001,725000,700021,49589,3787,122.4071,61.6977,0.3298,0.209,0.111
Hmel201001o,700001,750000,725012,49956,4090,134.8189,61.9303,0.3705,0.2289,0.1317
Hmel201001o,725001,775000,750001,49998,3884,167.29,53.1661,0.5177,0.2975,0.1874
Hmel201001o,750001,800000,775000,49999,3793,150.8648,44.8849,0.5414,0.2534,0.1668
Hmel201001o,775001,825000,799999,49994,3820,93.9813,40.9056,0.3935,0.1667,0.0962
Hmel201001o,800001,850000,824719,49281,3498,109.6585,36.7001,0.4985,0.2733,0.1332
Hmel201001o,825001,875000,850072,49262,3276,108.1488,31.1419,0.5529,0.2437,0.1444
Hmel201001o,850001,900000,875001,49963,3476,89.2988,39.2797,0.389,0.1611,0.1029
Hmel201001o,875001,925000,899929,49805,3515,75.468,41.8058,0.287,0.1213,0.0718
Hmel201001o,900001,950000,925014,49807,3626,80.6235,43.1961,0.3023,0.1186,0.0707
Hmel201001o,925001,975000,949943,49846,3473,77.6271,33.4153,0.3982,0.1628,0.0911
Hmel201001o,950001,1000000,975011,49846,3002,61.3179,23.9182,0.4388,0.1931,0.0962
Hmel201001o,975001,1025000,999813,49270,2643,86.0984,24.5623,0.5561,0.331,0.1545
Hmel201001o,1000001,1050000,1025174,49279,2605,184.2444,15.1507,0.848,0.6337,0.3208
Hmel201001o,1025001,1075000,1049607,47265,2548,167.0299,21.4958,0.772,0.5594,0.2914
Hmel201001o,1050001,1100000,1076051,47262,3002,124.7595,57.1626,0.3716,0.2028,0.1325
Hmel201001o,1075001,1125000,1100001,49990,3524,165.708,65.9122,0.4309,0.2408,0.1655
Hmel201001o,1100001,1150000,1125000,49988,3099,151.6762,31.781,0.6535,0.4385,0.2398
Hmel201001o,1125001,1175000,1150001,49987,3095,127.9783,33.0984,0.589,0.5201,0.2061
Hmel201001o,1150001,1200000,1174973,49931,3166,108.2946,34.4505,0.5173,0.4139,0.1654
Hmel201001o,1175001,1225000,1199426,48777,3209,117.325,35.0577,0.5399,0.3827,0.1721
Hmel201001o,1200001,1250000,1224947,46250,3201,102.85,44.7479,0.3937,0.2889,0.1315
Hmel201001o,1225001,1275000,1251295,47410,2835,106.0581,30.9084,0.5487,0.3865,0.2036
Hmel201001o,1250001,1300000,1275000,49999,3148,126.4118,37.9475,0.5382,0.3628,0.201
Hmel201001o,1275001,1325000,1300000,49998,3330,109.6985,51.3253,0.3625,0.2463,0.1242
Hmel201001o,1300001,1350000,1324869,49542,3040,94.6323,39.7792,0.4081,0.2852,0.1242
Hmel201001o,1325001,1375000,1350096,49537,3336,91.8079,32.7794,0.4738,0.3105,0.1248
Hmel201001o,1350001,1400000,1375000,49991,3936,138.6679,44.503,0.5141,0.3314,0.161
Hmel201001o,1375001,1425000,1400000,49996,3881,146.068,44.8065,0.5305,0.2685,0.1672
Hmel201001o,1400001,1450000,1424990,49971,3380,102.5702,36.7126,0.4728,0.2137,0.1361
Hmel201001o,1425001,1475000,1450001,49965,3271,107.6362,53.7092,0.3342,0.244,0.1114
Hmel201001o,1450001,1500000,1475001,49992,3848,119.4741,60.2678,0.3294,0.2258,0.11
Hmel201001o,1475001,1525000,1500001,49999,3852,114.6427,50.709,0.3867,0.2263,0.1242
Hmel201001o,1500001,1550000,1524999,49992,3043,99.9134,28.0304,0.5618,0.3271,0.1766
Hmel201001o,1525001,1575000,1549990,49958,2844,81.5092,13.7353,0.7116,0.3807,0.1953
Hmel201001o,1550001,1600000,1575003,49964,3506,95.1453,34.2266,0.4709,0.2901,0.1387
Hmel201001o,1575001,1625000,1599996,49972,4007,99.5866,43.7824,0.3892,0.2067,0.1148
Hmel201001o,1600001,1650000,1625005,49628,3887,109.1921,49.2908,0.378,0.1908,0.1099
Hmel201001o,1625001,1675000,1650171,49654,3803,126.2837,44.9073,0.4754,0.2512,0.1393
Hmel201001o,1650001,1700000,1674997,49987,3358,103.5083,20.6365,0.6675,0.3691,0.1866
Hmel201001o,1675001,1725000,1699907,49756,2888,82.6392,17.1152,0.6569,0.423,0.1815
Hmel201001o,1700001,1750000,1725019,49769,2879,65.1326,21.8867,0.497,0.2567,0.1255
Hmel201001o,1725001,1775000,1749994,49940,3186,64.5207,29.1367,0.3778,0.1483,0.089
Hmel201001o,1750001,1800000,1774707,49099,3156,91.1772,34.2776,0.4535,0.2042,0.1231
Hmel201001o,1775001,1825000,1800104,49144,3136,113.6612,42.7285,0.4536,0.31,0.1701
Hmel201001o,1800001,1850000,1824739,48648,2858,90.347,49.0335,0.2964,0.173,0.0938
Hmel201001o,1825001,1875000,1850418,48629,2619,79.3797,41.0988,0.3177,0.1556,0.0862
Hmel201001o,1850001,1900000,1874115,47776,2221,65.6264,31.3347,0.3537,0.2026,0.1146
Hmel201001o,1875001,1925000,1900201,47269,2081,69.3658,36.1391,0.3149,0.1714,0.0957
Hmel201001o,1900001,1950000,1924756,48069,2654,82.3,42.0444,0.3237,0.1372,0.0824
Hmel201001o,1925001,1975000,1950170,48093,2505,69.4514,34.6438,0.3344,0.1265,0.0769
Hmel201001o,1950001,2000000,1974799,48269,2522,75.4084,43.8567,0.2646,0.1254,0.0675
Hmel201001o,1975001,2025000,1999995,48288,2890,85.6334,54.6095,0.2212,0.1011,0.056
Hmel201001o,2000001,2050000,2025015,49502,3379,96.4622,48.9056,0.3271,0.1394,0.0812
Hmel201001o,2025001,2075000,2049922,49727,3306,88.9013,42.986,0.3481,0.1317,0.0824
Hmel201001o,2050001,2100000,2075059,49727,3602,113.3613,50.6682,0.3822,0.1565,0.1044
Hmel201001o,2075001,2125000,2099995,49962,3616,84.702,40.5979,0.352,0.0723,0.0554
Hmel201001o,2100001,2150000,2124728,47992,2897,45.8339,18.8734,0.4167,0.0337,0.0281
Hmel201001o,2125001,2175000,2150737,47998,2976,85.9401,12.4661,0.7466,0.1195,0.0921
Hmel201001o,2150001,2200000,2175010,49949,2835,75.3448,7.7219,0.8141,0.2149,0.1429
Hmel201001o,2175001,2225000,2200005,49978,2939,58.5105,39.5064,0.1939,0.0775,0.0447
Hmel201001o,2200001,2250000,2225001,49997,3034,76.5073,51.6039,0.1944,0.097,0.0528
Hmel201001o,2225001,2275000,2249994,49987,3047,124.089,23.4859,0.6817,0.3689,0.2008
Hmel201001o,2250001,2300000,2274712,49153,3401,150.2961,35.0732,0.6216,0.3967,0.2154
Hmel201001o,2275001,2325000,2300134,49159,3322,114.263,46.6443,0.4202,0.2632,0.1429
Hmel201001o,2300001,2350000,2324978,49923,3402,125.4612,39.4535,0.5215,0.3351,0.1879
Hmel201001o,2325001,2375000,2349992,49882,3605,141.4516,40.6291,0.5537,0.3488,0.2143
Hmel201001o,2350001,2400000,2374997,49924,3453,112.8273,47.4471,0.4079,0.2485,0.1358
