scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel210001o,1,50000,25009,49896,2080,121.6682,6.6391,0.8965,0.5793,0.2728
Hmel210001o,25001,75000,49984,49860,2380,182.6427,6.5427,0.9308,0.6498,0.3062
Hmel210001o,50001,100000,75014,49831,2562,190.5182,10.2474,0.8979,0.5529,0.2775
Hmel210001o,75001,125000,99955,49813,2215,168.4167,12.724,0.8595,0.5216,0.2552
Hmel210001o,100001,150000,124950,49701,2402,172.6704,22.594,0.7686,0.5533,0.2678
Hmel210001o,125001,175000,149977,49674,2568,230.452,26.5909,0.7931,0.6276,0.3169
Hmel210001o,150001,200000,175014,49809,2562,215.9402,32.2496,0.7401,0.6086,0.2842
Hmel210001o,175001,225000,199973,49834,2863,184.8188,32.1972,0.7033,0.5558,0.2482
Hmel210001o,200001,250000,224913,49604,2983,164.4181,35.8348,0.6421,0.4765,0.2367
Hmel210001o,225001,275000,250028,49730,3277,148.9406,35.2958,0.6168,0.3801,0.1983
Hmel210001o,250001,300000,275000,50000,2812,173.3546,19.4223,0.7985,0.389,0.2222
Hmel210001o,275001,325000,299921,49818,3063,148.5532,57.1445,0.4444,0.2333,0.1338
Hmel210001o,300001,350000,325005,49772,3354,132.5636,60.8556,0.3707,0.2126,0.1215
Hmel210001o,325001,375000,350012,49934,3010,189.8071,23.4839,0.7798,0.4092,0.2583
Hmel210001o,350001,400000,374328,47783,3078,179.6463,28.3963,0.727,0.3825,0.2196
Hmel210001o,375001,425000,400471,47794,3238,153.655,25.5432,0.7149,0.4055,0.2143
Hmel210001o,400001,450000,424914,49727,2735,156.1993,12.8403,0.8481,0.4765,0.2824
Hmel210001o,425001,475000,450042,49731,2515,207.2123,30.5745,0.7428,0.4428,0.3005
Hmel210001o,450001,500000,474965,49889,2878,188.6915,52.6422,0.5637,0.3682,0.2258
Hmel210001o,475001,525000,498676,46881,2750,109.2633,53.3359,0.344,0.2241,0.1119
Hmel210001o,500001,550000,525245,46883,2209,62.1043,29.8085,0.3514,0.1573,0.0861
Hmel210001o,525001,575000,549918,48819,2405,45.712,16.0953,0.4792,0.1606,0.0855
Hmel210001o,550001,600000,575414,48872,3360,83.309,45.3406,0.2951,0.1508,0.0736
Hmel210001o,575001,625000,599982,48878,3445,103.0711,53.4867,0.3167,0.1679,0.0903
Hmel210001o,600001,650000,625497,48841,3419,116.0473,51.4664,0.3855,0.2132,0.1197
Hmel210001o,625001,675000,650016,49902,3407,113.9645,59.0458,0.3174,0.1979,0.1011
Hmel210001o,650001,700000,674998,49970,3231,99.6556,48.2056,0.348,0.2489,0.1059
Hmel210001o,675001,725000,699783,48182,2848,102.2881,25.853,0.5965,0.3855,0.1635
Hmel210001o,700001,750000,725707,48191,2535,89.3951,14.6229,0.7188,0.2868,0.1499
Hmel210001o,725001,775000,749842,49488,2918,71.2902,36.5475,0.3222,0.1305,0.0716
Hmel210001o,750001,800000,775083,49410,3444,78.004,50.6686,0.2124,0.1011,0.0575
Hmel210001o,775001,825000,800027,49882,3211,80.5662,50.185,0.2324,0.1183,0.0658
Hmel210001o,800001,850000,825007,49947,3215,79.3903,51.9104,0.2093,0.1067,0.0579
Hmel210001o,825001,875000,850008,49899,3607,133.6783,44.2547,0.5026,0.2792,0.1599
Hmel210001o,850001,900000,875012,49782,3497,158.5339,48.1287,0.5342,0.3893,0.2005
Hmel210001o,875001,925000,900046,49858,3590,123.2019,54.1964,0.389,0.2439,0.1206
Hmel210001o,900001,950000,925000,49996,3925,124.2699,53.4605,0.3984,0.2116,0.1124
Hmel210001o,925001,975000,949955,49372,3691,130.8302,48.3892,0.46,0.2568,0.1354
Hmel210001o,950001,1000000,975270,49374,3237,104.4515,38.6879,0.4594,0.224,0.1239
Hmel210001o,975001,1025000,999998,49987,3166,56.2572,39.5225,0.1747,0.0617,0.0362
Hmel210001o,1000001,1050000,1024868,49575,3380,41.3495,39.1089,0.0278,0.0071,0.0042
Hmel210001o,1025001,1075000,1049828,49079,3082,41.4837,31.7743,0.1325,0.0321,0.0195
Hmel210001o,1050001,1100000,1075003,49419,2416,43.351,27.9135,0.2166,0.0548,0.0364
Hmel210001o,1075001,1125000,1100026,49925,2440,64.2868,22.5837,0.4801,0.1547,0.0945
Hmel210001o,1100001,1150000,1124994,49968,2510,76.8607,13.6044,0.6992,0.243,0.1438
Hmel210001o,1125001,1175000,1149987,49910,2883,78.4496,30.0246,0.4464,0.1607,0.0946
Hmel210001o,1150001,1200000,1175002,49922,3245,74.3403,41.5865,0.2825,0.1253,0.0677
Hmel210001o,1175001,1225000,1200001,49969,3299,79.0194,39.009,0.339,0.1541,0.0914
Hmel210001o,1200001,1250000,1225005,49986,3513,142.0315,34.9218,0.6053,0.2871,0.1793
Hmel210001o,1225001,1275000,1249999,49993,3777,171.1921,36.8918,0.6454,0.3386,0.2008
Hmel210001o,1250001,1300000,1275002,49994,3666,93.7362,39.6025,0.406,0.1336,0.0862
Hmel210001o,1275001,1325000,1299984,49962,3542,52.5888,31.1926,0.2554,0.0577,0.0386
Hmel210001o,1300001,1350000,1324973,49618,3538,79.7817,42.9105,0.3005,0.1073,0.0676
Hmel210001o,1325001,1375000,1350137,49634,3122,82.2645,47.9506,0.2635,0.1042,0.065
Hmel210001o,1350001,1400000,1375004,49946,2736,87.4877,40.011,0.3724,0.1616,0.0957
Hmel210001o,1375001,1425000,1400015,49968,3101,124.9533,52.5661,0.4078,0.177,0.1043
Hmel210001o,1400001,1450000,1425000,49995,3674,119.8058,61.0614,0.3248,0.1558,0.0865
Hmel210001o,1425001,1475000,1450002,49995,3913,109.2896,57.1142,0.3135,0.1721,0.0916
Hmel210001o,1450001,1500000,1474996,49990,3813,111.0114,63.5284,0.272,0.1472,0.0822
Hmel210001o,1475001,1525000,1499889,49280,3380,98.2674,57.089,0.2651,0.1543,0.0822
Hmel210001o,1500001,1550000,1525248,49288,3022,193.1365,29.3025,0.7365,0.509,0.289
Hmel210001o,1525001,1575000,1550000,49988,2577,248.0819,9.5715,0.9257,0.6555,0.395
Hmel210001o,1550001,1600000,1575002,49979,2586,150.9138,14.067,0.8295,0.5369,0.3092
Hmel210001o,1575001,1625000,1599886,49737,2909,90.4847,38.9614,0.398,0.2063,0.114
Hmel210001o,1600001,1650000,1624990,49659,2889,64.1243,60.9789,0.0251,0.0101,0.0055
Hmel210001o,1625001,1675000,1650018,49867,3167,54.6916,59.8593,-0.0451,-0.0145,-0.0085
Hmel210001o,1650001,1700000,1675014,49953,3431,89.8193,39.9318,0.3845,0.1299,0.0776
Hmel210001o,1675001,1725000,1699804,49150,3253,87.961,33.5378,0.4479,0.1658,0.0925
Hmel210001o,1700001,1750000,1725152,48818,3106,53.0366,34.048,0.218,0.064,0.0353
Hmel210001o,1725001,1775000,1750085,49657,3353,49.0835,35.1342,0.1656,0.0323,0.0223
Hmel210001o,1750001,1800000,1774974,49864,3096,72.9653,46.434,0.2222,0.0567,0.0423
Hmel210001o,1775001,1825000,1800036,49872,2812,127.4855,42.2007,0.5026,0.2161,0.1421
Hmel210001o,1800001,1850000,1824997,49986,2980,140.7283,31.3498,0.6356,0.3135,0.1862
