scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel215003o,1,50000,25362,48742,2149,28.5214,36.5718,-0.1237,-0.0251,-0.0173
Hmel215003o,25001,75000,49999,49974,3171,29.8237,39.6529,-0.1415,-0.0222,-0.0156
Hmel215003o,50001,100000,74134,46910,2299,14.8497,23.2941,-0.2214,-0.0237,-0.0166
Hmel215003o,75001,125000,100537,46372,1799,9.3855,14.3491,-0.2091,-0.0142,-0.0105
Hmel215003o,100001,150000,125061,49437,2570,15.7792,14.8344,0.0309,0.002,0.0014
Hmel215003o,125001,175000,149996,49978,2759,19.5,41.9135,-0.365,-0.0458,-0.0291
Hmel215003o,150001,200000,175002,49979,2675,13.3896,40.5177,-0.5032,-0.0615,-0.04
Hmel215003o,175001,225000,199984,49895,2856,24.9672,35.5547,-0.1749,-0.0241,-0.016
Hmel215003o,200001,250000,225023,49849,3594,61.3533,63.8068,-0.0196,-0.0062,-0.0036
Hmel215003o,225001,275000,250015,49950,3998,96.4172,49.8912,0.318,0.1786,0.0834
Hmel215003o,250001,300000,275000,49997,3888,101.9073,40.8983,0.4272,0.2676,0.1167
Hmel215003o,275001,325000,299998,49987,3508,60.9607,33.8426,0.286,0.1047,0.0586
Hmel215003o,300001,350000,325001,49988,3406,52.2843,34.6589,0.2027,0.0578,0.0366
Hmel215003o,325001,375000,350001,49997,4097,83.7931,50.1372,0.2513,0.0883,0.0534
Hmel215003o,350001,400000,374667,48570,4127,122.3575,51.5474,0.4072,0.1624,0.1027
Hmel215003o,375001,425000,400336,48432,3930,135.3,54.0657,0.429,0.1948,0.1188
Hmel215003o,400001,450000,424993,49610,3880,163.7695,47.4577,0.5506,0.3012,0.1763
Hmel215003o,425001,475000,450114,49631,4169,212.6293,55.4033,0.5866,0.3043,0.1988
Hmel215003o,450001,500000,474571,48821,4382,160.9385,84.8868,0.3094,0.1377,0.0891
Hmel215003o,475001,525000,500053,48876,4392,102.4575,95.0207,0.0377,0.0173,0.0099
Hmel215003o,500001,550000,525031,49932,3962,86.0947,73.8333,0.0767,0.0358,0.0193
Hmel215003o,525001,575000,550003,49995,3573,95.9588,66.0008,0.185,0.0847,0.0504
Hmel215003o,550001,600000,575000,49988,3556,105.0601,128.9146,-0.102,-0.0631,-0.0343
Hmel215003o,575001,625000,600004,49982,3433,79.9048,172.7819,-0.3676,-0.277,-0.1284
Hmel215003o,600001,650000,624994,49964,3652,59.5596,94.7135,-0.2279,-0.0865,-0.0526
Hmel215003o,625001,675000,648662,46668,3411,83.6395,31.4752,0.4532,0.1292,0.0936
Hmel215003o,650001,700000,674594,44403,2573,121.1503,24.8593,0.6595,0.3185,0.2128
Hmel215003o,675001,725000,700373,46245,2779,120.8146,20.4736,0.7102,0.3303,0.2051
Hmel215003o,700001,750000,725562,48042,3574,96.1826,40.3135,0.4093,0.2065,0.1159
Hmel215003o,725001,775000,750095,49465,3378,59.3711,36.3231,0.2408,0.1301,0.0711
Hmel215003o,750001,800000,774993,49919,3573,73.9438,43.4279,0.26,0.1425,0.0748
Hmel215003o,775001,825000,799985,49768,3814,91.7698,61.6056,0.1967,0.1145,0.0589
Hmel215003o,800001,850000,825069,49767,3813,98.556,57.2057,0.2655,0.1499,0.0808
Hmel215003o,825001,875000,850011,49919,3911,131.0845,57.2654,0.3919,0.2116,0.121
Hmel215003o,850001,900000,875002,49923,3893,130.923,57.8404,0.3872,0.2201,0.1226
Hmel215003o,875001,925000,899611,48894,3907,107.3743,58.2684,0.2965,0.1757,0.0924
Hmel215003o,900001,950000,925108,48779,3627,95.6781,59.2638,0.235,0.1171,0.0682
Hmel215003o,925001,975000,949994,49601,3471,82.3512,51.572,0.2298,0.1064,0.0631
Hmel215003o,950001,1000000,975068,49751,3662,65.5629,54.0706,0.0961,0.0453,0.0244
Hmel215003o,975001,1025000,997448,44789,3188,58.072,53.2397,0.0434,0.0195,0.0113
Hmel215003o,1000001,1050000,1015121,23178,1278,26.8918,20.7884,0.128,0.0536,0.0349
Hmel215003o,1025001,1075000,1060421,28375,1662,29.9157,23.865,0.1125,0.0426,0.025
Hmel215003o,1050001,1100000,1074990,49806,2692,61.5987,41.5754,0.1941,0.0627,0.0385
Hmel215003o,1075001,1125000,1100072,49764,2065,72.9648,34.6284,0.3563,0.1183,0.0759
Hmel215003o,1100001,1150000,1121993,35643,1326,63.9936,22.1318,0.4861,0.2073,0.1236
Hmel215003o,1125001,1175000,1157049,35219,1493,107.9901,30.5849,0.5586,0.2504,0.1483
Hmel215003o,1150001,1200000,1175193,49482,2775,126.0256,40.3967,0.5145,0.2118,0.1276
Hmel215003o,1175001,1225000,1199875,49477,3287,71.4314,34.1512,0.3531,0.1287,0.0776
Hmel215003o,1200001,1250000,1225099,49480,3006,56.6639,41.9608,0.1491,0.0577,0.0357
Hmel215003o,1225001,1275000,1250004,49951,2889,66.7537,39.5846,0.2555,0.0956,0.0598
Hmel215003o,1250001,1300000,1274970,49844,2850,55.6393,19.622,0.4786,0.1111,0.0776
Hmel215003o,1275001,1325000,1300032,49814,2422,38.7538,8.1226,0.6534,0.1239,0.0851
Hmel215003o,1300001,1350000,1325004,49950,2921,49.4973,18.2941,0.4603,0.1365,0.0848
Hmel215003o,1325001,1375000,1350001,49985,3538,63.2763,35.4565,0.2818,0.0856,0.0573
Hmel215003o,1350001,1400000,1374887,49632,3450,115.1102,70.5185,0.2402,0.1043,0.068
Hmel215003o,1375001,1425000,1400059,49610,2687,199.7368,56.1927,0.5609,0.2995,0.2026
Hmel215003o,1400001,1450000,1424996,49954,2180,201.0579,14.5533,0.865,0.4382,0.3021
Hmel215003o,1425001,1475000,1449984,49928,2380,126.4497,15.4076,0.7828,0.366,0.2208
Hmel215003o,1450001,1500000,1473325,45990,2430,86.8223,21.6501,0.6008,0.3035,0.1612
Hmel215003o,1475001,1525000,1500440,45968,2548,113.4966,24.0914,0.6498,0.3505,0.2022
Hmel215003o,1500001,1550000,1523702,45550,2225,176.2704,18.4475,0.8105,0.5307,0.3366
Hmel215003o,1525001,1575000,1551097,45623,2208,148.0276,32.8335,0.6369,0.3944,0.2499
Hmel215003o,1550001,1600000,1574997,49900,2945,133.18,61.7609,0.3664,0.1881,0.1175
Hmel215003o,1575001,1625000,1600042,49883,3123,123.4335,51.3241,0.4126,0.228,0.132
Hmel215003o,1600001,1650000,1625000,49975,3269,75.3513,41.4773,0.2899,0.14,0.0731
Hmel215003o,1625001,1675000,1647957,44707,3036,54.2451,32.4888,0.2508,0.0911,0.0515
Hmel215003o,1650001,1700000,1675858,44433,2486,62.0013,14.6451,0.6179,0.1987,0.117
Hmel215003o,1675001,1725000,1700086,49685,2750,65.3603,25.0068,0.4466,0.1218,0.0785
Hmel215003o,1700001,1750000,1724983,49770,2632,29.8871,18.852,0.2264,0.038,0.0275
Hmel215003o,1725001,1775000,1750064,49765,2545,32.4125,13.2976,0.4182,0.0769,0.0479
Hmel215003o,1750001,1800000,1775011,49949,2765,45.6033,27.8134,0.2423,0.0593,0.0372
Hmel215003o,1775001,1825000,1799721,49038,2542,38.8965,44.1986,-0.0638,-0.0207,-0.0121
Hmel215003o,1800001,1850000,1825201,49047,2883,49.0594,53.8149,-0.0462,-0.0208,-0.0108
Hmel215003o,1825001,1875000,1849985,49930,3467,72.1724,48.6234,0.1949,0.0857,0.0502
Hmel215003o,1850001,1900000,1875017,49932,3173,66.4034,43.1326,0.2124,0.0879,0.0526
Hmel215003o,1875001,1925000,1900001,49996,2926,73.1835,46.5224,0.2227,0.1063,0.0593
Hmel215003o,1900001,1950000,1924350,47553,2776,82.748,30.6077,0.46,0.2492,0.1182
Hmel215003o,1925001,1975000,1950630,47501,2806,69.3419,24.8124,0.4729,0.223,0.1096
Hmel215003o,1950001,2000000,1975021,49939,3433,68.9296,78.4678,-0.0647,-0.0361,-0.0196
Hmel215003o,1975001,2025000,2000001,49989,3498,81.3726,85.8097,-0.0265,-0.0149,-0.008
Hmel215003o,2000001,2050000,2023768,45370,3163,111.0681,50.0702,0.3785,0.2292,0.1246
Hmel215003o,2025001,2075000,2051157,45020,3273,154.6293,42.6418,0.5677,0.4109,0.2275
Hmel215003o,2050001,2100000,2075024,49634,3157,124.0492,41.2995,0.5005,0.3403,0.1856
Hmel215003o,2075001,2125000,2099946,49772,2728,75.9063,39.891,0.311,0.1997,0.1098
Hmel215003o,2100001,2150000,2125050,49762,2837,95.5462,37.3209,0.4382,0.269,0.1552
Hmel215003o,2125001,2175000,2149882,49713,2810,95.3737,41.9883,0.3886,0.2728,0.1359
Hmel215003o,2150001,2200000,2174235,45789,1856,55.7896,33.6625,0.2474,0.1731,0.0828
