scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel210001o,1,50000,25009,49896,1881,55.1861,50.676,0.0426,0.019,0.011
Hmel210001o,25001,75000,49984,49860,2254,70.2295,38.7125,0.2893,0.1118,0.0648
Hmel210001o,50001,100000,75014,49831,2482,62.8411,31.7456,0.3288,0.1076,0.0616
Hmel210001o,75001,125000,99955,49813,2013,50.4737,10.7289,0.6494,0.1803,0.1026
Hmel210001o,100001,150000,124950,49701,2177,83.4214,33.8665,0.4225,0.2069,0.1126
Hmel210001o,125001,175000,149977,49674,2333,144.2539,38.2085,0.5812,0.2751,0.1672
Hmel210001o,150001,200000,175014,49809,2231,138.226,35.384,0.5924,0.2287,0.1442
Hmel210001o,175001,225000,199973,49834,2503,71.6658,39.3582,0.291,0.0845,0.0545
Hmel210001o,200001,250000,224913,49604,2445,42.4224,42.4311,-0.0001,-0.0,-0.0
Hmel210001o,225001,275000,250028,49730,2709,105.1074,34.8799,0.5017,0.2265,0.134
Hmel210001o,250001,300000,275000,50000,2392,137.9345,15.4214,0.7989,0.4424,0.2383
Hmel210001o,275001,325000,299921,49818,2607,121.7729,66.2073,0.2956,0.1824,0.1012
Hmel210001o,300001,350000,325005,49772,3084,118.1895,75.6899,0.2192,0.1503,0.0865
Hmel210001o,325001,375000,350012,49934,3011,126.0167,39.5584,0.5222,0.3141,0.1811
Hmel210001o,350001,400000,374328,47783,2951,163.8477,40.5109,0.6035,0.375,0.1974
Hmel210001o,375001,425000,400471,47794,2920,159.6837,52.0469,0.5084,0.3899,0.1987
Hmel210001o,400001,450000,424914,49727,2495,78.1296,39.8549,0.3244,0.2045,0.1163
Hmel210001o,425001,475000,450042,49731,2114,53.0793,28.072,0.3082,0.1198,0.0794
Hmel210001o,450001,500000,474965,49889,2384,72.0386,54.4935,0.1387,0.0629,0.0383
Hmel210001o,475001,525000,498676,46881,2430,94.7423,52.4982,0.2869,0.1847,0.0965
Hmel210001o,500001,550000,525245,46883,2030,86.8158,28.9623,0.4997,0.3466,0.175
Hmel210001o,525001,575000,549918,48819,2202,82.8234,35.571,0.3991,0.2112,0.114
Hmel210001o,550001,600000,575414,48872,3048,120.4343,55.1555,0.3718,0.2435,0.1202
Hmel210001o,575001,625000,599982,48878,3196,126.1227,62.6289,0.3364,0.2799,0.1366
Hmel210001o,600001,650000,625497,48841,3167,122.3727,67.4352,0.2894,0.2433,0.1266
Hmel210001o,625001,675000,650016,49902,3034,105.9076,59.6469,0.2794,0.2091,0.105
Hmel210001o,650001,700000,674998,49970,2810,78.7328,48.6515,0.2361,0.1842,0.0871
Hmel210001o,675001,725000,699783,48182,2482,57.3224,34.3571,0.2505,0.1454,0.0785
Hmel210001o,700001,750000,725707,48191,2425,56.0274,14.9167,0.5795,0.1966,0.1184
Hmel210001o,725001,775000,749842,49488,2867,69.2736,35.5719,0.3214,0.1592,0.0898
Hmel210001o,750001,800000,775083,49410,3087,87.741,59.0753,0.1952,0.1491,0.0819
Hmel210001o,775001,825000,800027,49882,2887,90.3675,56.2498,0.2327,0.1955,0.0993
Hmel210001o,800001,850000,825007,49947,2805,86.6952,50.3702,0.265,0.2396,0.1139
Hmel210001o,825001,875000,850008,49899,3128,152.3803,49.4139,0.5103,0.4445,0.2303
Hmel210001o,850001,900000,875012,49782,3154,171.7475,67.3708,0.4365,0.4183,0.2045
Hmel210001o,875001,925000,900046,49858,3267,112.1752,66.3311,0.2568,0.2589,0.1075
Hmel210001o,900001,950000,925000,49996,3524,106.9238,62.5856,0.2616,0.178,0.0856
Hmel210001o,925001,975000,949955,49372,3371,115.1957,66.9707,0.2647,0.1753,0.088
Hmel210001o,950001,1000000,975270,49374,3129,103.4274,62.7965,0.2444,0.1994,0.0866
Hmel210001o,975001,1025000,999998,49987,3015,84.5606,64.6797,0.1332,0.1112,0.0464
Hmel210001o,1000001,1050000,1024868,49575,3114,69.2788,55.524,0.1102,0.0756,0.0337
Hmel210001o,1025001,1075000,1049828,49079,2889,56.3338,48.0612,0.0792,0.0444,0.0214
Hmel210001o,1050001,1100000,1075003,49419,2291,49.6475,38.7975,0.1227,0.0485,0.029
Hmel210001o,1075001,1125000,1100026,49925,2330,35.9898,19.6638,0.2934,0.0595,0.0409
Hmel210001o,1100001,1150000,1124994,49968,2750,49.6549,21.4695,0.3963,0.0824,0.0551
Hmel210001o,1125001,1175000,1149987,49910,3062,67.8211,42.1801,0.2331,0.0735,0.0478
