scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel201001o,1,50000,25237,49520,2353,17.6964,8.0891,0.3726,0.0273,0.0221
Hmel201001o,25001,75000,49851,49343,2033,13.1442,8.9526,0.1897,0.0111,0.0095
Hmel201001o,50001,100000,75181,49007,1770,14.6699,15.6869,-0.0335,-0.0035,-0.0028
Hmel201001o,75001,125000,100165,49664,2626,31.3863,25.3363,0.1067,0.0187,0.0133
Hmel201001o,100001,150000,125000,49999,2949,78.961,30.4641,0.4432,0.1781,0.1049
Hmel201001o,125001,175000,149639,47102,2556,95.1348,27.4907,0.5516,0.3361,0.187
Hmel201001o,150001,200000,175957,46093,2502,84.3859,52.3615,0.2342,0.1504,0.073
Hmel201001o,175001,225000,200286,48990,3439,130.5415,61.2932,0.361,0.2262,0.1
Hmel201001o,200001,250000,224994,49985,3862,156.155,39.145,0.5991,0.3886,0.181
Hmel201001o,225001,275000,250001,49985,3813,151.2232,39.4902,0.5859,0.3704,0.2015
Hmel201001o,250001,300000,275000,49991,3764,150.1845,41.1512,0.5699,0.3549,0.1861
Hmel201001o,275001,325000,299999,49976,3297,140.7692,40.0807,0.5568,0.3606,0.1785
Hmel201001o,300001,350000,324866,49281,3069,144.713,35.0599,0.61,0.3749,0.2105
Hmel201001o,325001,375000,349963,48702,3087,184.2541,31.0236,0.7118,0.4839,0.2669
Hmel201001o,350001,400000,375044,49406,3221,155.8065,22.9169,0.7435,0.4769,0.2562
Hmel201001o,375001,425000,399996,49931,3683,96.6027,36.7072,0.4493,0.2521,0.1323
Hmel201001o,400001,450000,424978,49807,3750,93.986,45.645,0.3462,0.2127,0.0947
Hmel201001o,425001,475000,450010,49875,3015,81.9017,23.6142,0.5524,0.2763,0.1282
Hmel201001o,450001,500000,474971,49889,2062,50.3285,15.2125,0.5358,0.206,0.1068
Hmel201001o,475001,525000,499877,49524,2181,42.8221,31.0194,0.1598,0.0674,0.0373
Hmel201001o,500001,550000,525036,49634,2822,56.8774,41.4125,0.1573,0.0906,0.0495
Hmel201001o,525001,575000,549989,49965,3546,75.5242,44.2891,0.2607,0.165,0.0821
Hmel201001o,550001,600000,574943,49183,3904,94.2497,42.6178,0.3772,0.2282,0.1102
Hmel201001o,575001,625000,600333,49216,3911,118.0701,46.2566,0.437,0.2649,0.1444
Hmel201001o,600001,650000,624975,49935,4051,126.7101,59.2056,0.3631,0.2177,0.1221
Hmel201001o,625001,675000,649837,49234,3799,113.444,65.6281,0.267,0.1756,0.0878
Hmel201001o,650001,700000,675031,48928,3655,98.3128,57.2478,0.264,0.139,0.0772
Hmel201001o,675001,725000,700021,49589,4052,118.6658,56.1859,0.3573,0.1844,0.1104
Hmel201001o,700001,750000,725012,49956,4309,138.007,59.257,0.3992,0.2412,0.1421
Hmel201001o,725001,775000,750001,49998,4027,145.6951,47.5264,0.5081,0.2727,0.1688
Hmel201001o,750001,800000,775000,49999,3933,132.0421,41.6331,0.5206,0.2367,0.1487
Hmel201001o,775001,825000,799999,49994,4023,90.2364,37.2537,0.4156,0.1841,0.1023
Hmel201001o,800001,850000,824719,49281,3802,100.603,33.012,0.5059,0.2993,0.1378
Hmel201001o,825001,875000,850072,49262,3550,96.472,34.1745,0.4768,0.2492,0.132
Hmel201001o,850001,900000,875001,49963,3587,78.4413,37.0545,0.3583,0.1546,0.0942
Hmel201001o,875001,925000,899929,49805,3571,75.6638,43.0784,0.2744,0.1238,0.0727
Hmel201001o,900001,950000,925014,49807,3749,85.1428,51.7171,0.2442,0.1102,0.0645
Hmel201001o,925001,975000,949943,49846,3658,69.6771,36.5434,0.3119,0.122,0.0688
Hmel201001o,950001,1000000,975011,49846,3211,61.4854,27.8576,0.3764,0.1747,0.0855
Hmel201001o,975001,1025000,999813,49270,2759,92.2278,29.6563,0.5134,0.3498,0.1556
Hmel201001o,1000001,1050000,1025174,49279,2655,179.9757,17.2289,0.8253,0.599,0.3074
Hmel201001o,1025001,1075000,1049607,47265,2522,159.9301,18.918,0.7884,0.517,0.2827
Hmel201001o,1050001,1100000,1076051,47262,2948,77.2223,66.2556,0.0764,0.032,0.0205
Hmel201001o,1075001,1125000,1100001,49990,3527,132.4113,77.6183,0.2609,0.1406,0.09
