scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel218003o,1,50000,27229,45301,2074,36.0729,85.2198,-0.4052,-0.151,-0.0836
Hmel218003o,25001,75000,50001,49990,1900,50.8754,39.9806,0.1199,0.0428,0.0234
Hmel218003o,50001,100000,74997,49989,1832,49.2406,5.026,0.8148,0.2639,0.132
Hmel218003o,75001,125000,99854,49112,1819,70.0279,9.4331,0.7626,0.2286,0.145
Hmel218003o,100001,150000,125300,49121,1885,64.1255,11.572,0.6943,0.1483,0.1059
Hmel218003o,125001,175000,149998,49929,2451,47.9376,16.2435,0.4938,0.0893,0.0593
Hmel218003o,150001,200000,175030,49900,2572,37.9641,14.4495,0.4486,0.0729,0.05
Hmel218003o,175001,225000,200003,49833,2019,16.4945,5.3862,0.5077,0.0502,0.0335
Hmel218003o,200001,250000,225058,49855,2027,24.8042,4.2969,0.7047,0.108,0.0687
Hmel218003o,225001,275000,249971,49610,2139,26.2353,5.2197,0.6681,0.1112,0.0673
Hmel218003o,250001,300000,275160,49617,2370,26.3345,11.3772,0.3966,0.0656,0.04
Hmel218003o,275001,325000,299998,49987,2446,27.8664,11.2372,0.4253,0.0675,0.0468
Hmel218003o,300001,350000,324985,49914,2510,42.0944,24.4569,0.265,0.0919,0.05
Hmel218003o,325001,375000,349516,48740,2520,69.9861,40.2933,0.2692,0.1463,0.071
Hmel218003o,350001,400000,374745,47726,2209,53.0052,100.9875,-0.3116,-0.2489,-0.1046
Hmel218003o,375001,425000,400201,48903,2497,34.7479,84.7531,-0.4184,-0.2477,-0.1149
Hmel218003o,400001,450000,425003,49988,2686,37.1565,16.6677,0.3807,0.0833,0.0528
Hmel218003o,425001,475000,450001,49992,2937,30.6591,21.3098,0.1799,0.0381,0.0236
Hmel218003o,450001,500000,475003,49995,3017,33.9625,11.7788,0.485,0.097,0.0609
Hmel218003o,475001,525000,499690,49195,2662,39.9732,38.6222,0.0172,0.0062,0.0039
Hmel218003o,500001,550000,525099,49195,2842,58.682,44.2084,0.1407,0.0661,0.039
Hmel218003o,525001,575000,549697,47852,2980,71.2025,32.1893,0.3773,0.1872,0.1054
Hmel218003o,550001,600000,575803,47803,3235,86.3928,49.6046,0.2705,0.1513,0.0838
Hmel218003o,575001,625000,599861,49619,3045,68.7629,29.2786,0.4027,0.1359,0.0841
Hmel218003o,600001,650000,625013,49650,2343,39.1888,5.5586,0.7516,0.1378,0.0921
Hmel218003o,625001,675000,650002,49982,2343,47.8292,9.8914,0.6573,0.2489,0.1339
Hmel218003o,650001,700000,675000,49998,2782,51.7722,31.9934,0.2361,0.1043,0.0583
Hmel218003o,675001,725000,700000,49997,2967,37.6457,29.5062,0.1212,0.0287,0.0194
Hmel218003o,700001,750000,724799,49332,2537,33.7273,11.6078,0.4879,0.0844,0.0604
Hmel218003o,725001,775000,750042,49096,2896,37.0365,16.7135,0.3781,0.0716,0.0491
Hmel218003o,750001,800000,775017,49714,2926,19.6318,14.7484,0.142,0.0123,0.0091
Hmel218003o,775001,825000,800016,49950,2345,9.776,7.1594,0.1545,0.0072,0.0055
Hmel218003o,800001,850000,825001,49999,2648,16.649,10.1708,0.2415,0.026,0.0171
Hmel218003o,825001,875000,850000,50000,2789,91.251,12.9104,0.7521,0.2856,0.1689
